regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior	precision	recall
sigF	yfhE	20.0	20.0	0.510632027881	0.993181303865	0	0.778879813302	0.507604562738
rok	yjcN	-20.0	20.0	0.524670283991	0.993180051391	-1	0.779008746356	0.507984790875
ccpA	yjmD	-20.0	20.0	0.449127110744	0.993178685056	-1	0.779137529138	0.508365019011
perR	ahpF	-20.0	20.0	0.481322045272	0.993177546443	-1	0.77926616191	0.508745247148
ccpA	abnB	-20.0	20.0	0.516725803593	0.993145551426	-1	0.779394644936	0.509125475285
spoVT	ligD	20.0	20.0	0.538019866797	0.99313610094	1	0.779522978476	0.509505703422
lmrA	yptA	-20.0	20.0	0.523708782147	0.993134051437	0	0.779069767442	0.509505703422
cysL	yaaE	20.0	20.0	0.515622701265	0.993116858385	0	0.778617083091	0.509505703422
lrpA	yddQ	20.0	20.0	0.536585907018	0.993114353437	0	0.778164924506	0.509505703422
sigE	yjaV	20.0	20.0	0.532134769566	0.993112873241	1	0.778293673825	0.509885931559
sigF	yhfN	20.0	20.0	0.522778467246	0.993092378212	0	0.777842227378	0.509885931559
abrB	yvqJ	-20.0	20.0	0.475832370487	0.993075071299	-1	0.777971014493	0.510266159696
ylaC	nhaC	20.0	20.0	0.552549348519	0.993070972293	0	0.7775202781	0.510266159696
abrB	gmuF	20.0	20.0	0.508400763683	0.993061180223	1	0.77764910249	0.510646387833
nsrR	nasF	-20.0	20.0	0.481989511028	0.993043531726	-1	0.777777777778	0.51102661597
ccpA	mtlR	-20.0	20.0	0.556040011868	0.993038066385	0	0.777327935223	0.51102661597
sigA	rpsC	20.0	20.0	0.545219831971	0.993009714928	1	0.777456647399	0.511406844106
sigF	yptA	20.0	20.0	0.565112034171	0.993006185229	0	0.77700751011	0.511406844106
rok	epsM	-20.0	20.0	0.501451539391	0.992996051576	0	0.776558891455	0.511406844106
abrB	gmuE	20.0	20.0	0.484486507629	0.992995482269	1	0.776687824582	0.511787072243
sigG	ykoN	20.0	20.0	0.582336316954	0.992982729807	0	0.776239907728	0.511787072243
abrB	ppsB	-20.0	20.0	0.553113434502	0.992981705055	-1	0.776368876081	0.51216730038
resD	ydbM	20.0	20.0	0.539205328616	0.992970091206	0	0.775921658986	0.51216730038
hrcA	yoyC	-20.0	20.0	0.504543493468	0.992964739726	0	0.775474956822	0.51216730038
yufM	maeN	20.0	20.0	0.550116562888	0.992949140732	1	0.775604142693	0.512547528517
natR	yndG	20.0	20.0	0.485936817467	0.992945041726	0	0.77515813686	0.512547528517
sigB	ctc	20.0	20.0	0.629636627638	0.992928873425	1	0.775287356322	0.512927756654
sigF	cgeD	20.0	20.0	0.632290462058	0.992910427899	0	0.774842044802	0.512927756654
sigM	yqjL	20.0	20.0	0.546426514258	0.992894828905	1	0.774971297359	0.513307984791
abrB	yezG	-20.0	20.0	0.534575225227	0.992890502177	0	0.774526678141	0.513307984791
ccpA	hisB	20.0	20.0	0.556099661972	0.992885720003	0	0.774082568807	0.513307984791
sigM	dltD	20.0	20.0	0.496406039568	0.992882531888	1	0.774212034384	0.513688212928
sigM	minC	20.0	20.0	0.596507881147	0.992877294269	1	0.774341351661	0.514068441065
abrB	sipW	-20.0	20.0	0.506033785367	0.992862720026	-1	0.774470520893	0.514448669202
splA	yobB	20.0	20.0	0.455083445499	0.992858734882	0	0.774027459954	0.514448669202
spoIIID	yjbE	-20.0	20.0	0.494423134773	0.992842338859	0	0.77358490566	0.514448669202
sigB	ykzI	20.0	20.0	0.683387382609	0.992835165598	1	0.773714285714	0.514828897338
sigF	ypfB	20.0	20.0	0.476439488219	0.992817517101	1	0.77384351799	0.515209125475
abrB	tlpA	-20.0	20.0	0.527521518156	0.992813531957	-1	0.77397260274	0.515589353612
sigE	ypjB	20.0	20.0	0.543505472694	0.99280214583	1	0.774101540217	0.515969581749
sigA	rpsE	20.0	20.0	0.515565197061	0.992787685448	1	0.774230330673	0.516349809886
sigA	pyrB	20.0	20.0	0.525207248639	0.992764799332	1	0.774358974359	0.516730038023
sigG	yhbJ	20.0	20.0	0.531428997244	0.992758992407	0	0.773917995444	0.516730038023
spo0A	ywfL	-20.0	20.0	0.566251231324	0.992757284488	0	0.773477518497	0.516730038023
natR	ycbM	20.0	20.0	0.504072420259	0.99274669539	0	0.773037542662	0.516730038023
fur	nasE	-20.0	20.0	0.595378252092	0.992740774604	-1	0.773166571916	0.51711026616
sigM	ylxX	20.0	20.0	0.495443091041	0.992739635991	1	0.773295454545	0.517490494297
yvdT	yvdR	20.0	20.0	0.478129098331	0.992734398373	0	0.77285633163	0.517490494297
sigD	fliE	20.0	20.0	0.606093971297	0.992703200384	1	0.772985244041	0.517870722433
phoP	tuaE	20.0	20.0	0.598957049731	0.992702289494	1	0.77311401021	0.51825095057
resD	cydB	20.0	20.0	0.493735619322	0.99270012613	1	0.773242630385	0.518631178707
walR	lytE	20.0	20.0	0.519320517491	0.992697962766	1	0.773371104816	0.519011406844
sigA	rpmC	20.0	20.0	0.521373241196	0.992694319205	1	0.773499433749	0.519391634981
spo0A	yppD	20.0	20.0	0.452995656948	0.992693066731	1	0.773627617431	0.519771863118
sigG	bcsA	20.0	20.0	0.474233803011	0.992687715251	0	0.773190045249	0.519771863118
arsR	arsC	-20.0	20.0	0.47209085598	0.99266437369	-1	0.773318258903	0.520152091255
sigB	ywiE	20.0	20.0	0.582641434569	0.992659591517	1	0.773446327684	0.520532319392
sigD	flgB	20.0	20.0	0.576547617652	0.992657883598	1	0.773574251835	0.520912547529
sigE	ypeP	20.0	20.0	0.541757507614	0.992657086569	0	0.773137697517	0.520912547529
sigH	kinA	20.0	20.0	0.494762365256	0.992646497471	1	0.773265651438	0.521292775665
mntR	ywnF	-20.0	20.0	0.591633988075	0.992644334107	0	0.772829763247	0.521292775665
sigD	swrAA	20.0	20.0	0.492730398998	0.992626116303	0	0.772394366197	0.521292775665
sigE	yoyF	20.0	20.0	0.567992267566	0.992621447991	0	0.771959459459	0.521292775665
zur	yciB	-20.0	20.0	0.474613987667	0.992613363841	-1	0.772087788407	0.521673003802
iolR	yojA	-20.0	20.0	0.496246747095	0.992611997505	0	0.771653543307	0.521673003802
sigE	ydcA	20.0	20.0	0.508174427687	0.992611997505	1	0.771781899944	0.522053231939
manR	bglP	20.0	20.0	0.504885232956	0.992608240083	0	0.771348314607	0.522053231939
sigH	spoIIAB	20.0	20.0	0.48834949523	0.992604141078	1	0.771476698484	0.522433460076
sigA	pyrE	20.0	20.0	0.464352866575	0.992602660881	1	0.771604938272	0.522813688213
ybbH	pucK	20.0	20.0	0.540628469743	0.992595943066	0	0.771172181716	0.522813688213
gerE	yclG	20.0	20.0	0.470416052963	0.992578180708	0	0.770739910314	0.522813688213
ywhA	ywhD	20.0	20.0	0.523804296246	0.992558824291	0	0.770308123249	0.522813688213
ccpC	yhjN	-20.0	20.0	0.437329319658	0.992558596569	0	0.769876819709	0.522813688213
ylpC	rnc	-20.0	20.0	0.483560115488	0.992554839147	0	0.769445998881	0.522813688213
yhcF	cheY	20.0	20.0	0.532117497122	0.992541858962	0	0.769015659955	0.522813688213
sigE	yceG	-20.0	20.0	0.67697377829	0.992523413436	0	0.768585802124	0.522813688213
sigA	rpsQ	20.0	20.0	0.490716012829	0.992522844129	1	0.768715083799	0.52319391635
sigM	dinG	20.0	20.0	0.461387971528	0.992518745124	0	0.768285873814	0.52319391635
sinR	pnbA	-20.0	20.0	0.676249206134	0.992501096626	0	0.767857142857	0.52319391635
spo0A	ftsE	-20.0	20.0	0.617924212276	0.992500185736	-1	0.767986614612	0.523574144487
sigB	ykgB	20.0	20.0	0.494134456132	0.992494720395	1	0.768115942029	0.523954372624
abrB	pksF	-20.0	20.0	0.500585134415	0.992480715459	0	0.767688022284	0.523954372624
cggR	zwf	-20.0	20.0	0.537565577878	0.992478665956	0	0.767260579065	0.523954372624
ccpA	exuT	-20.0	20.0	0.517048591404	0.992477982788	-1	0.767390094602	0.52433460076
ftsR	yshB	20.0	20.0	0.496940539835	0.992474908534	0	0.766963292547	0.52433460076
sigF	tlp	20.0	20.0	0.531056337131	0.992462156071	1	0.76709282935	0.524714828897
splA	ytxK	-20.0	20.0	0.446472760134	0.992457943204	0	0.766666666667	0.524714828897
spoIVCB	ypbH	20.0	20.0	0.502746310631	0.992445987771	0	0.766240977235	0.524714828897
ccpA	gntP	-20.0	20.0	0.560003545101	0.992432552141	-1	0.766370699223	0.525095057034
ylaC	yjbJ	20.0	20.0	0.529692902274	0.992432552141	0	0.765945646145	0.525095057034
tnrA	leuA	-20.0	20.0	0.461452240605	0.992413195724	-1	0.766075388027	0.525475285171
sigW	xpaC	20.0	20.0	0.628949776726	0.992409552164	1	0.76620498615	0.525855513308
spoIVCB	ykzI	20.0	20.0	0.615171540382	0.992389626441	0	0.765780730897	0.525855513308
abrB	ykuU	-20.0	20.0	0.51226904137	0.992380062094	-1	0.765910348644	0.526235741445
tnrA	ilvB	-20.0	20.0	0.460895327279	0.992371180915	-1	0.766039823009	0.526615969582
ylaC	yczL	20.0	20.0	0.489451441546	0.992370953192	0	0.765616362631	0.526615969582
rsfA	csbA	-20.0	20.0	0.508423753527	0.992366740325	0	0.765193370166	0.526615969582
dnaA	ydbA	-20.0	20.0	0.495430438976	0.992355581921	0	0.764770844837	0.526615969582
cueR	yhdP	20.0	20.0	0.546772503501	0.992347839354	0	0.764348785872	0.526615969582
sigG	yycE	20.0	20.0	0.643438548504	0.992336111643	0	0.763927192499	0.526615969582
abh	srfAC	-20.0	20.0	0.448065162197	0.992335656198	-1	0.764057331863	0.526996197719
manR	bglH	20.0	20.0	0.479130045617	0.992327913632	0	0.763636363636	0.526996197719
sigG	tlp	20.0	20.0	0.577371016858	0.9923250671	1	0.763766519824	0.527376425856
lexA	yhaZ	-20.0	20.0	0.521279269105	0.9923053691	-1	0.763896532746	0.527756653992
sigG	yczF	20.0	20.0	0.5261923076	0.992287037435	0	0.763476347635	0.527756653992
ccpA	yugN	-20.0	20.0	0.497475182054	0.992282369123	0	0.763056624519	0.527756653992
codY	yhaA	-20.0	20.0	0.540302894256	0.992282255262	0	0.762637362637	0.527756653992
yrkP	ynaE	20.0	20.0	0.506924398397	0.992264720626	0	0.76221856123	0.527756653992
degU	yxiC	20.0	20.0	0.486346727461	0.992262215678	0	0.761800219539	0.527756653992
ylaC	ynaC	20.0	20.0	0.484029306085	0.992261190926	0	0.761382336807	0.527756653992
iolR	yncC	-20.0	20.0	0.498110118171	0.992254586973	0	0.760964912281	0.527756653992
gerE	cotC	20.0	20.0	0.487637046396	0.992253106776	1	0.761095890411	0.528136882129
hpr	flgK	-20.0	20.0	0.5579799904	0.992252879053	0	0.760679079956	0.528136882129
comK	yviE	20.0	20.0	0.572369750108	0.992250032522	0	0.76026272578	0.528136882129
sigG	yozF	20.0	20.0	0.607648526489	0.992242859261	0	0.759846827133	0.528136882129
comK	rpsF	20.0	20.0	0.536244510823	0.992240126591	1	0.759978130126	0.528517110266
abrB	yfmG	-20.0	20.0	0.541977442655	0.992237052337	-1	0.760109289617	0.528897338403
ydfI	yfiN	20.0	20.0	0.546914096526	0.992229651354	0	0.759694156199	0.528897338403
sigE	ykpC	20.0	20.0	0.465659562149	0.992223388984	0	0.759279475983	0.528897338403
resD	albG	20.0	20.0	0.545322677645	0.992220770175	1	0.759410801964	0.52927756654
spxA	ypuA	20.0	20.0	0.531008495514	0.992209156325	0	0.758996728462	0.52927756654
abrB	yvzA	-20.0	20.0	0.530267043047	0.9922033494	-1	0.759128065395	0.529657794677
yvcP	ypbH	20.0	20.0	0.488046138743	0.992199364256	0	0.75871459695	0.529657794677
resD	qoxD	20.0	20.0	0.521238458047	0.992198111782	0	0.758301578661	0.529657794677
ccpA	levG	-20.0	20.0	0.589286377739	0.992195948417	-1	0.758433079434	0.530038022814
sigG	yngL	20.0	20.0	0.568927975465	0.992187294961	0	0.758020663404	0.530038022814
sigB	rnr	20.0	20.0	0.566381610941	0.992176364279	1	0.758152173913	0.530418250951
spo0A	skfB	20.0	20.0	0.547295435776	0.992161790036	1	0.758283541554	0.530798479087
azlB	brnQ	-20.0	20.0	0.755364429666	0.992157918753	-1	0.758414766558	0.531178707224
glnL	yqzN	20.0	20.0	0.475521302121	0.992157007862	0	0.758003255562	0.531178707224
spo0A	cheC	-20.0	20.0	0.549775279593	0.992131844521	-1	0.758134490239	0.531558935361
yqaE	ydzQ	-20.0	20.0	0.493376080306	0.992129567296	0	0.757723577236	0.531558935361
walR	tagA	20.0	20.0	0.504846802298	0.9921245574	1	0.757854821235	0.531939163498
spoIVCB	ykzH	20.0	20.0	0.535869768519	0.992119775226	0	0.757444504602	0.531939163498
spoIIID	spoIIIAD	-20.0	20.0	0.453643884097	0.992103151481	-1	0.757575757576	0.532319391635
comA	ycxA	20.0	20.0	0.493800097807	0.99208789407	1	0.757706868578	0.532699619772
abrB	yfmI	-20.0	20.0	0.612768746673	0.992081517839	-1	0.757837837838	0.533079847909
ccpA	salA	-20.0	20.0	0.503701808756	0.992074686163	0	0.757428417072	0.533079847909
yqaE	ykzH	-20.0	20.0	0.511091641895	0.992057834694	0	0.757019438445	0.533079847909
spoIVCB	narI	20.0	20.0	0.46176530772	0.992044626787	0	0.756610901241	0.533079847909
sigD	yrvJ	20.0	20.0	0.546577873433	0.992038819862	0	0.756202804746	0.533079847909
spxA	ypbH	20.0	20.0	0.563076419304	0.992029824822	0	0.755795148248	0.533079847909
spxA	mccA	20.0	20.0	0.487285977126	0.992026522845	1	0.755926724138	0.533460076046
spo0A	cheW	-20.0	20.0	0.458573889086	0.992015706024	-1	0.75605815832	0.533840304183
yqaE	levB	-20.0	20.0	0.482609900366	0.992005003064	0	0.75565123789	0.533840304183
spo0A	hag	20.0	20.0	0.512779537283	0.992003409006	0	0.755244755245	0.533840304183
sigG	ligD	20.0	20.0	0.610878349206	0.991996349608	1	0.755376344086	0.534220532319
sigE	yqfT	20.0	20.0	0.564184212586	0.991970275376	0	0.754970445997	0.534220532319
ccpA	iolG	-20.0	20.0	0.542242020466	0.991941582336	-1	0.755102040816	0.534600760456
tnrA	serA	-20.0	20.0	0.459039021442	0.991932473434	0	0.754696725711	0.534600760456
sigF	yabS	20.0	20.0	0.446913957888	0.99189455763	0	0.754291845494	0.534600760456
ylaC	ydaD	20.0	20.0	0.505743135114	0.991893988324	0	0.753887399464	0.534600760456
yusO	yfkC	-20.0	20.0	0.458856478324	0.991886245758	0	0.753483386924	0.534600760456
sigI	ykpC	20.0	20.0	0.447358694262	0.991884993284	0	0.753079807177	0.534600760456
sigH	ureA	20.0	20.0	0.471371996595	0.99187394874	1	0.753211991435	0.534980988593
spoIIID	tgt	-20.0	20.0	0.606555091514	0.991868369538	0	0.752808988764	0.534980988593
yclJ	yngB	20.0	20.0	0.459255112007	0.991844572532	1	0.752941176471	0.53536121673
bltR	ywrO	-20.0	20.0	0.506456332032	0.991839334914	0	0.752538749332	0.53536121673
sigA	rpsH	20.0	20.0	0.495138035026	0.991810072567	1	0.752670940171	0.535741444867
malR	mdxD	20.0	20.0	0.444933269184	0.991808706231	0	0.752269087026	0.535741444867
spoIIID	spoIIIAG	-20.0	20.0	0.423195665285	0.991795953769	-1	0.752401280683	0.536121673004
spoIVCB	spsK	20.0	20.0	0.547645184853	0.991787755757	1	0.752533333333	0.536501901141
resD	qoxB	20.0	20.0	0.452586612422	0.991780240913	0	0.752132196162	0.536501901141
spoIIID	yknV	20.0	20.0	0.481475678009	0.991779216162	0	0.751731486414	0.536501901141
spoIIID	spoIIIAE	-20.0	20.0	0.439309680343	0.99177819141	-1	0.751863684771	0.536882129278
cymR	yetJ	-20.0	20.0	0.496142570099	0.991762364694	0	0.751463544439	0.536882129278
codY	frlO	-20.0	20.0	0.480642408462	0.991737542936	-1	0.751595744681	0.537262357414
spoIIID	cysK	20.0	20.0	0.619180984028	0.991722968694	0	0.751196172249	0.537262357414
yqaE	yqcD	-20.0	20.0	0.530915363299	0.991720463746	0	0.750797024442	0.537262357414
spoIVCB	cgeE	20.0	20.0	0.444962339827	0.991714429098	1	0.75092936803	0.537642585551
malR	mdxE	20.0	20.0	0.470679675034	0.99171101326	0	0.750530785563	0.537642585551
sigB	menC	20.0	20.0	0.548226697729	0.991674691514	0	0.750132625995	0.537642585551
rok	ynaE	-20.0	20.0	0.511243291999	0.991668656867	0	0.749734888653	0.537642585551
xylR	xynB	-20.0	20.0	0.677276877965	0.991640419271	-1	0.749867514573	0.538022813688
spo0A	cheB	-20.0	20.0	0.500716140687	0.991623681664	-1	0.75	0.538403041825
rok	sboA	-20.0	20.0	0.5080555581	0.99162242919	-1	0.750132345156	0.538783269962
sigA	rpmD	20.0	20.0	0.502196464479	0.991616622266	1	0.750264550265	0.539163498099
sigB	yaaH	20.0	20.0	0.430644282718	0.991609449005	1	0.750396615547	0.539543726236
gerE	ypqP	20.0	20.0	0.466477561238	0.991604552971	0	0.75	0.539543726236
degU	yezG	20.0	20.0	0.49121357906	0.991596696543	0	0.749603803487	0.539543726236
iolR	yisS	-20.0	20.0	0.45461554477	0.991594533179	0	0.749208025343	0.539543726236
sigB	spxA	20.0	20.0	0.39977666614	0.991592255953	1	0.749340369393	0.539923954373
spoIVCB	yppG	20.0	20.0	0.453073744407	0.991582919329	0	0.748945147679	0.539923954373
ccpA	yhxA	-20.0	20.0	0.516796564722	0.991543751051	0	0.748550342646	0.539923954373
sigB	radA	20.0	20.0	0.472972391398	0.991537033236	1	0.748682824025	0.54030418251
sigG	yyaL	20.0	20.0	0.539854035617	0.991521320381	0	0.748288572933	0.54030418251
sigB	yxaB	20.0	20.0	0.455630453704	0.991516424346	1	0.748421052632	0.540684410646
cymR	ygaN	-20.0	20.0	0.567285307083	0.99151141445	-1	0.748553392951	0.541064638783
rok	epsK	-20.0	20.0	0.448389577707	0.991499345155	0	0.748159831756	0.541064638783
ccpA	mdxF	-20.0	20.0	0.448302647156	0.991460176878	0	0.747766684183	0.541064638783
comK	bglC	20.0	20.0	0.509459464088	0.991454483814	0	0.74737394958	0.541064638783
gerE	ywrK	20.0	20.0	0.45026386029	0.991453914508	0	0.746981627297	0.541064638783
ccpA	gmuE	-20.0	20.0	0.463023872827	0.991453003618	-1	0.747114375656	0.54144486692
abh	ctaG	-20.0	20.0	0.512198750386	0.991444691745	-1	0.747246984793	0.541825095057
ylaC	gntK	20.0	20.0	0.512043089735	0.991412696727	0	0.746855345912	0.541825095057
abrB	ydzJ	-20.0	20.0	0.497664529003	0.991404498716	0	0.746464117339	0.541825095057
sigF	yutG	20.0	20.0	0.806883578722	0.991404384855	0	0.746073298429	0.541825095057
abrB	ywoF	-20.0	20.0	0.527971410453	0.991403132381	-1	0.746206174778	0.542205323194
sigA	rpsN	20.0	20.0	0.465643025664	0.991400855155	1	0.746338912134	0.542585551331
sigF	cydD	20.0	20.0	0.41566900343	0.991394820508	0	0.745948771563	0.542585551331
rghRA	ybdN	-20.0	20.0	0.463723143899	0.991384003687	0	0.745559038662	0.542585551331
sigB	abrB	20.0	20.0	0.47975032144	0.991377285872	0	0.745169712794	0.542585551331
ydiH	ywcJ	-20.0	20.0	0.536654180636	0.991376602704	-1	0.745302713987	0.542965779468
gerE	cotI	20.0	20.0	0.633434741787	0.991375919537	0	0.744913928013	0.542965779468
abrB	ypqP	-20.0	20.0	0.510765023613	0.991374894785	0	0.744525547445	0.542965779468
sigD	csrA	20.0	20.0	0.496453154008	0.991355310646	0	0.744137571652	0.542965779468
sigB	aldY	20.0	20.0	0.548697073834	0.991354399756	1	0.744270833333	0.543346007605
hrcA	yfjM	-20.0	20.0	0.456516048713	0.991339483929	0	0.743883394066	0.543346007605
spoIIID	ypjB	-20.0	20.0	0.429697019408	0.991337206704	-1	0.744016649324	0.543726235741
abrB	yraI	-20.0	20.0	0.51462382913	0.991330716612	0	0.74362974519	0.543726235741
sigA	rplR	20.0	20.0	0.465895131172	0.991329236415	1	0.743762993763	0.544106463878
glnL	levB	20.0	20.0	0.453455478078	0.991329122554	0	0.743376623377	0.544106463878
ylbO	cgeB	20.0	20.0	0.445122886288	0.991325706716	1	0.743509865005	0.544486692015
sigD	cgeE	20.0	20.0	0.50868095856	0.99132342949	0	0.743124026985	0.544486692015
gerE	yitD	-20.0	20.0	0.445276640923	0.991310107721	0	0.742738589212	0.544486692015
ydeC	ydeE	20.0	20.0	0.464560261006	0.991306805744	0	0.742353551063	0.544486692015
abrB	skfC	-20.0	20.0	0.459196920234	0.991299974068	-1	0.742487046632	0.544866920152
spxA	srfAC	-20.0	20.0	0.452489009637	0.991292003779	-1	0.742620403936	0.545247148289
sigE	yhjR	20.0	20.0	0.491886059366	0.991291548334	1	0.742753623188	0.545627376426
codY	buk	-20.0	20.0	0.447484875229	0.991279479039	-1	0.742886704604	0.546007604563
walR	ydjN	20.0	20.0	0.471214486138	0.99127868201	0	0.742502585315	0.546007604563
resD	nasF	20.0	20.0	0.544305162075	0.991274127559	1	0.742635658915	0.5463878327
ccpA	xylA	-20.0	20.0	0.566781731033	0.991273102808	-1	0.742768595041	0.546768060837
yvrH	dltB	20.0	20.0	0.486571204193	0.991249875108	1	0.742901393908	0.547148288973
yvcP	yyaK	20.0	20.0	0.468829626135	0.99123837512	0	0.742518059856	0.547148288973
spoIIID	yabQ	-20.0	20.0	0.508178396453	0.991232909779	-1	0.742650850954	0.54752851711
gerE	ywhL	20.0	20.0	0.464761787874	0.991229493941	0	0.742268041237	0.54752851711
gabR	yusR	20.0	20.0	0.468236122053	0.991226191964	0	0.741885625966	0.54752851711
ykrK	yxzC	20.0	20.0	0.512026581108	0.991223459293	0	0.741503604531	0.54752851711
spoVT	spoVAB	20.0	20.0	0.484153780257	0.991216513756	1	0.741636644364	0.547908745247
sigB	yxkA	20.0	20.0	0.460899301377	0.991186568241	0	0.741255144033	0.547908745247
ccpA	uxuA	-20.0	20.0	0.559410150098	0.991185885074	-1	0.741388174807	0.548288973384
sigE	pucH	20.0	20.0	0.486143467913	0.99116857816	0	0.741007194245	0.548288973384
spoIIID	spoIIIAB	-20.0	20.0	0.430983167734	0.991161177178	-1	0.741140215716	0.548669201521
abrB	yvrN	-20.0	20.0	0.472606140229	0.991156508865	-1	0.741273100616	0.549049429658
sigB	galK	20.0	20.0	0.529098853917	0.991147172241	0	0.740892765521	0.549049429658
sigD	ywqL	-20.0	20.0	0.456086414354	0.991142731651	0	0.740512820513	0.549049429658
sigM	walK	20.0	20.0	0.665180100284	0.991139201952	0	0.740133264992	0.549049429658
paiB	yqhM	20.0	20.0	0.604427344835	0.991119390091	0	0.739754098361	0.549049429658
pucR	pucE	20.0	20.0	0.569174996347	0.991114152472	1	0.739887352791	0.549429657795
glnR	glnA	-20.0	20.0	0.500413885089	0.991100033674	-1	0.740020470829	0.549809885932
yobD	yozV	20.0	20.0	0.39927820346	0.991097187143	0	0.739641943734	0.549809885932
sigL	sacC	20.0	20.0	0.457094513399	0.991084890125	1	0.739775051125	0.550190114068
fur	yhcJ	-20.0	20.0	0.453318226842	0.991064053513	0	0.73939703628	0.550190114068
sigE	yhxC	20.0	20.0	0.438344676937	0.99106382579	1	0.739530132789	0.550570342205
ansR	ptsG	-20.0	20.0	0.498104302744	0.991044013929	0	0.739152628892	0.550570342205
spxA	comS	-20.0	20.0	0.44014864788	0.991043558484	-1	0.739285714286	0.550950570342
codY	deoD	20.0	20.0	0.586069271261	0.991040142645	0	0.738908720041	0.550950570342
yraB	yfiC	20.0	20.0	0.516942226987	0.991034449582	0	0.738532110092	0.550950570342
ydfI	yvaC	20.0	20.0	0.533095191901	0.991025568403	0	0.738155883851	0.550950570342
abrB	yvcB	-20.0	20.0	0.428750226199	0.991018395142	-1	0.738289205703	0.551330798479
sigE	mlpA	20.0	20.0	0.489956917662	0.991001429813	0	0.737913486005	0.551330798479
abh	ctaE	-20.0	20.0	0.525288611282	0.990992776356	-1	0.738046795524	0.551711026616
spoIVCB	yycQ	20.0	20.0	0.517893798728	0.990983212009	0	0.737671581088	0.551711026616
degU	pssA	-20.0	20.0	0.494173047937	0.990979340726	0	0.737296747967	0.551711026616
cymR	metN	-20.0	20.0	0.502274704937	0.990976380333	0	0.736922295582	0.551711026616
salA	rapB	-20.0	20.0	0.525591508199	0.990974900137	0	0.73654822335	0.551711026616
ykrK	yrkA	-20.0	20.0	0.496919083363	0.990945182345	0	0.736174530695	0.551711026616
sigH	sigF	20.0	20.0	0.449588393281	0.990937212056	1	0.73630831643	0.552091254753
yvrH	yxxG	20.0	20.0	0.426220682121	0.990912959605	1	0.736441966548	0.55247148289
sigH	yccK	20.0	20.0	0.528053184884	0.990906355651	0	0.736068895643	0.55247148289
sigB	bofC	20.0	20.0	0.46062469377	0.990901231894	1	0.736202531646	0.552851711027
sigM	yyzM	20.0	20.0	0.574130211108	0.990858533917	0	0.735829959514	0.552851711027
sigM	dltC	20.0	20.0	0.441922142434	0.990848627986	1	0.735963581184	0.553231939163
malR	yvdK	20.0	20.0	0.455203344872	0.990847147789	0	0.735591506572	0.553231939163
perR	yrpD	20.0	20.0	0.424050830155	0.990843845812	0	0.735219807984	0.553231939163
abrB	yxiD	-20.0	20.0	0.424973392663	0.990837811165	0	0.734848484848	0.553231939163
sigG	yizC	20.0	20.0	0.473004469215	0.990833598298	0	0.734477536598	0.553231939163
rghRA	ylaJ	-20.0	20.0	0.540749602534	0.99083291513	0	0.734106962664	0.553231939163
natR	yvcP	20.0	20.0	0.444450901709	0.990814014159	0	0.733736762481	0.553231939163
yqaE	yqbP	-20.0	20.0	0.447854210046	0.990806157731	0	0.733366935484	0.553231939163
ccpB	gntK	-20.0	20.0	0.476042351849	0.9908033112	-1	0.733501259446	0.5536121673
abrB	pksC	-20.0	20.0	0.449545760781	0.990802400309	0	0.733131923464	0.5536121673
rghRA	yczJ	-20.0	20.0	0.511753281858	0.990801603281	0	0.732762959235	0.5536121673
malR	yvdJ	20.0	20.0	0.539917355433	0.990782930032	0	0.732394366197	0.5536121673
rok	yydG	-20.0	20.0	0.527847602449	0.9907800835	0	0.732026143791	0.5536121673
spxA	srfAA	-20.0	20.0	0.483721449869	0.990772796379	-1	0.73216080402	0.553992395437
ccpA	fadN	-20.0	20.0	0.413322816798	0.990757766691	-1	0.73229532898	0.554372623574
abrB	yozY	-20.0	20.0	0.439679131057	0.990753439963	0	0.731927710843	0.554372623574
azlB	yeeC	-20.0	20.0	0.529477934378	0.990739548887	0	0.731560461616	0.554372623574
ccpA	hisF	20.0	20.0	0.646868944161	0.990738751858	0	0.731193580742	0.554372623574
resD	ycnK	20.0	20.0	0.455642221863	0.99073260335	0	0.730827067669	0.554372623574
sigG	sspL	20.0	20.0	0.528255275571	0.990719623165	1	0.730961923848	0.554752851711
abh	ctaF	-20.0	20.0	0.51439626622	0.990700266748	-1	0.731096644967	0.555133079848
mntR	tagF	20.0	20.0	0.540952263711	0.990697534078	0	0.730730730731	0.555133079848
gerE	yqcI	-20.0	20.0	0.436380839883	0.990679202413	0	0.730365182591	0.555133079848
abrB	bacE	-20.0	20.0	0.412607067663	0.990658479662	-1	0.7305	0.555513307985
codY	yuiA	-20.0	20.0	0.414410357367	0.990655291546	-1	0.730634682659	0.555893536122
sigA	rplF	20.0	20.0	0.459654934811	0.990641628193	1	0.730769230769	0.556273764259
ylaC	ydzE	20.0	20.0	0.438763759587	0.990620677719	0	0.73040439341	0.556273764259
spoIVCB	ybeF	20.0	20.0	0.502641954253	0.990614643072	0	0.73003992016	0.556273764259
sigE	kapD	20.0	20.0	0.417695792887	0.990600410413	0	0.729675810474	0.556273764259
sigG	ymfD	20.0	20.0	0.39773661573	0.990571375789	0	0.729312063809	0.556273764259
mta	yqxK	20.0	20.0	0.540454216095	0.990558623326	0	0.728948679621	0.556273764259
